Semantic_Similarity,Emotional_Alignment,Time_Closeness,Target_Intensity,Linked,Pair_Type,Category
0.7976087385366124,0.7508914440560843,0.19001725800623867,0.6,0,semantic_neg,affective
0.7150796241341909,0.742100879167212,0.1448722468222481,0.8,1,positive,affective
0.7669446880789784,0.7465089562989682,0.1448150034717916,0.3,0,temporal_neg,affective
0.823736254809506,0.8231191709894081,0.18145989728416287,0.5,0,semantic_neg,affective
0.7589831270674117,0.7555515147420716,0.26968351175578803,0.85,1,positive,affective
0.7500828528000091,0.7516939978615921,0.2673196377295805,0.2,0,temporal_neg,affective
0.8270077449164766,0.7159566498835179,0.19269104588054464,0.4,0,semantic_neg,affective
0.7767858225266715,0.7734861917003677,0.11626011214232955,0.85,1,positive,affective
0.7461143213823789,0.7750046271022405,0.1162668690528599,0.5,0,temporal_neg,affective
0.7936413788885843,0.7132699019639636,0.1780905676023748,0.6,0,semantic_neg,affective
0.8311743249802832,0.8296551113810136,0.26968351175578803,0.88,1,positive,affective
0.7333236132850695,0.7391771668916384,0.2747964402379244,0.3,0,temporal_neg,affective
0.8126231017293918,0.8321265327473776,0.1875914505876009,0.6,0,semantic_neg,affective
0.8185965852010493,0.9023348493190207,0.19566125609358018,0.85,1,positive,affective
0.7645877477595174,0.8018824015659224,0.19629610596339608,0.2,0,temporal_neg,affective
0.8149677587850073,0.762635534415836,0.1725390164004001,0.5,0,semantic_neg,affective
0.8312657976241425,0.8227462982755631,0.22553064631951622,0.75,1,positive,affective
0.7298133202411317,0.8352290603683813,0.22721089587269092,0.35,0,temporal_neg,affective
0.8438979874485095,0.7673905369679301,0.18145989728416287,0.65,0,semantic_neg,affective
0.8033515073172779,0.8660998811532088,0.1448722468222481,0.88,1,positive,affective
0.7745224073198425,0.7158121804739994,0.1449296922483623,0.15,0,temporal_neg,affective
0.8046223272899231,0.7967326915830151,0.16618804960370956,0.6,0,semantic_neg,affective
0.8382747506613494,0.8886999101548758,0.1316757383963854,0.9,1,positive,affective
0.7412744933046176,0.7484695955457903,0.13169947779226882,0.25,0,temporal_neg,affective
0.8190468074841408,0.7829332109301015,0.19566125609358018,0.7,0,semantic_neg,affective
0.8363727780070824,0.8714237689069507,0.28050889359956055,0.85,1,positive,affective
0.7245234863406141,0.7563472188604061,0.2747964402379244,0.1,0,temporal_neg,affective
0.8391867936159212,0.8432050932250856,0.18145989728416287,0.4,0,semantic_neg,affective
0.8095047981962156,0.8030508883244039,0.3581970477838151,0.8,1,positive,affective
0.7655461875420438,0.737512986427932,0.383224293337255,0.2,0,temporal_neg,affective
0.8314828168475752,0.7089674328677751,0.1875914505876009,0.3,0,semantic_neg,affective
0.7739992824199129,0.7467752317780596,0.22553064631951622,0.75,1,positive,affective
0.7401699817008532,0.7358374027818902,0.22721089587269092,0.15,0,temporal_neg,affective
0.7856185719953812,0.7671082792113393,0.1725390164004001,0.45,0,semantic_neg,affective
0.83329329766946,0.8402167388235688,0.18145989728416287,0.8,1,positive,affective
0.7922737250196186,0.7692583843898089,0.18110074046594898,0.05,0,temporal_neg,affective
0.8016622442886249,0.7499635022216545,0.19566125609358018,0.3,0,semantic_neg,affective
0.8047224222444805,0.7622135144119837,0.1448722468222481,0.9,1,positive,affective
0.7388487287473895,0.6867890119908654,0.1448150034717916,0.1,0,temporal_neg,affective
0.8032140827725411,0.7133481923986147,0.16618804960370956,0.35,0,semantic_neg,affective
0.7797582819492948,0.832112500547834,0.26968351175578803,0.9,1,positive,affective
0.7814753109941963,0.767296040312492,0.2721718948840251,0.4,0,temporal_neg,affective
0.7961066591513353,0.8143502311712156,0.1875914505876009,0.3,0,semantic_neg,affective
0.75946262366361,0.7932346796801817,0.41905978419640516,0.85,1,positive,affective
0.7823070700110524,0.8909973086902195,0.4106633628584969,0.2,0,temporal_neg,affective
0.737192064571019,0.7141520226741692,0.18145989728416287,0.5,0,semantic_neg,affective
0.7683605526234186,0.7755849248502487,0.1448722468222481,0.9,1,positive,affective
0.7323930663605625,0.8073544833970532,0.14490094419561997,0.2,0,temporal_neg,affective
0.787089235078535,0.8414735782155183,0.1725390164004001,0.4,0,semantic_neg,affective
0.7458016109667356,0.7643406208710524,0.4765053580405043,0.8,1,positive,affective
0.8265795442377781,0.8304815922674327,0.4691747252236761,0.6,0,temporal_neg,affective
0.8503418578535191,0.8314390189666372,0.19566125609358018,0.3,0,semantic_neg,affective
0.7712265707557834,0.7918285580926505,0.11626011214232955,0.95,1,positive,affective
0.7809263250103788,0.8387517524676766,0.11626349007722016,0.3,0,temporal_neg,affective
0.7653743142916501,0.8585476000163725,0.16618804960370956,0.4,0,semantic_neg,affective
0.8234829296096875,0.8665313414613742,0.28050889359956055,0.88,1,positive,affective
0.7345989916639147,0.7500436573592468,0.2836293149259645,0.2,0,temporal_neg,affective
0.8035230151095971,0.7543362310590551,0.17971556875850483,0.4,0,semantic_neg,affective
0.8578009143656797,0.7747811619922471,0.4765053580405043,0.92,1,positive,affective
0.7629878211741226,0.7952366241455642,0.4438993422676444,0.15,0,temporal_neg,affective
0.8138976947176912,0.76913545903724,0.19001725800623867,0.3,0,semantic_neg,affective
0.8435249705658205,0.7972729615200607,0.20709759078963702,0.89,1,positive,affective
0.6995827081939158,0.7940994020251003,0.20663495276062166,0.25,0,temporal_neg,affective
0.7741783443843494,0.7736771821747228,0.1725390164004001,0.5,0,semantic_neg,affective
0.823558764581441,0.771696968329717,0.2942998296638024,0.98,1,positive,affective
0.7379952147670581,0.7477776324241372,0.29049947309938967,0.1,0,temporal_neg,affective
0.7474997771437562,0.7393164636667746,0.19269104588054464,0.4,0,semantic_neg,affective
0.8624415845292708,0.8553340157384219,0.21817298312218497,0.92,1,positive,affective
0.703822130307036,0.820657701800506,0.21751839842873807,0.18,0,temporal_neg,affective
0.806246668566823,0.7910440406947503,0.1780905676023748,0.25,0,semantic_neg,affective
0.8073442831685509,0.7598990692791396,0.14458802547232058,0.9,1,positive,affective
0.7677509521511414,0.8033146778299735,0.14447571628487885,0.2,0,temporal_neg,affective
0.7902878773929722,0.8247415988050585,0.17514575888750886,0.6,0,semantic_neg,affective
0.7722965866664229,0.7811685696077922,0.1875914505876009,0.95,1,positive,affective
0.7737263187422696,0.8047375230670442,0.18853463945630103,0.3,0,temporal_neg,affective
0.7523477266834175,0.7510726002333951,0.1337164820054545,0.5,0,semantic_neg,affective
0.7917286857169729,0.7873321246442351,0.2942998296638024,0.8,1,positive,affective
0.7583911259697734,0.7123134373870932,0.28695173228265203,0.4,0,temporal_neg,affective
0.8133522044785919,0.8241009581796563,0.18145989728416287,0.55,0,semantic_neg,affective
0.8461079672687319,0.758571061202598,0.19566125609358018,0.75,1,positive,affective
0.7783797435107938,0.7943837801613687,0.1969458642201139,0.2,0,temporal_neg,affective
0.7714770495781026,0.7427997066401022,0.17020704922556396,0.4,0,semantic_neg,affective
0.7480239571957391,0.7451607868748269,0.1316757383963854,0.7,1,positive,affective
0.6990793577180469,0.7894890091700946,0.13172325830912823,0.45,0,temporal_neg,affective
0.8295274836089988,0.8060878168206067,0.1780905676023748,0.65,0,semantic_neg,affective
0.8611823710012569,0.8031336945775711,0.1448722468222481,0.9,1,positive,affective
0.833633143682904,0.7825576919203845,0.5906161091496412,0.2,0,temporal_neg,affective
0.8955249904704446,0.7328551754255666,0.18145989728416287,0.4,0,semantic_neg,affective
0.8631603215685854,0.7591817628118225,0.26968351175578803,0.92,1,positive,affective
0.811163536120723,0.7387803575502878,0.2747964402379244,0.1,0,temporal_neg,affective
0.8642286970548256,0.7768375291946986,0.1725390164004001,0.3,0,semantic_neg,affective
0.8036582316950351,0.7404674256619651,0.19566125609358018,0.85,1,positive,affective
0.7018557165883794,0.7269102708274435,0.19504072351152257,0.6,0,temporal_neg,affective
0.8333079987234264,0.7152434295285004,0.1780905676023748,0.2,0,semantic_neg,affective
0.8068364856081647,0.7841222162745998,0.11626011214232955,0.9,1,positive,affective
0.7641813759636351,0.7387931251772462,0.11625335939245143,0.1,0,temporal_neg,affective
0.9047656920784464,0.7470585353366048,0.1875914505876009,0.4,0,semantic_neg,affective
0.7874185695274531,0.7806663029636014,0.22553064631951622,0.8,1,positive,affective
0.7266644089338927,0.7940550685299874,0.22721089587269092,0.3,0,temporal_neg,affective
0.8134378984340034,0.806177051528073,0.16618804960370956,0.1,0,semantic_neg,affective
0.8307745079026656,0.8280262006366126,0.1448722468222481,0.9,1,positive,affective
0.7566463731381945,0.8059320671052996,0.1448150034717916,0.1,0,temporal_neg,affective
0.8070917083832244,0.8166571147326243,0.18145989728416287,0.3,0,semantic_neg,affective
0.8560205167687676,0.8563779620809795,0.26968351175578803,0.75,1,positive,affective
0.7285273689162018,0.752917952636388,0.2747964402379244,0.2,0,temporal_neg,affective
0.7463950561308424,0.827929435613542,0.1725390164004001,0.25,0,semantic_neg,affective
0.7885505869485332,0.8134729922239727,0.19566125609358018,0.7,1,positive,affective
0.7293513194842253,0.7876108688929158,0.19504072351152257,0.15,0,temporal_neg,affective
0.7705747117922226,0.7641927042728562,0.16618804960370956,0.4,0,semantic_neg,affective
0.8281900323897977,0.8633309462605299,0.18145989728416287,0.8,1,positive,affective
0.7686012047040519,0.775236250043938,0.1818244739258313,0.05,0,temporal_neg,affective
0.8109725870223432,0.7902962233686015,0.19001725800623867,0.3,0,semantic_neg,affective
0.7495905206929865,0.7751249295488296,0.4765053580405043,0.6,1,positive,affective
0.7257453875618096,0.7525876955565557,0.41905978419640516,0.03,0,temporal_neg,affective
0.7819761389898392,0.7570257582962653,0.1780905676023748,0.25,0,semantic_neg,affective
0.8323757778262335,0.8129005583639126,0.28050889359956055,0.85,1,positive,affective
0.754997012279428,0.7503241908975813,0.2747964402379244,0.1,0,temporal_neg,affective
0.8284163356788522,0.8111131373280187,0.19269104588054464,0.2,0,semantic_neg,affective
0.8217981094941098,0.8449044093838536,0.21817298312218497,0.8,1,positive,affective
0.8305764785217342,0.7991905430118585,0.21687655667383804,0.05,0,temporal_neg,affective
0.8116912770733242,0.7666541368440678,0.1780905676023748,0.15,0,semantic_neg,affective
0.8668320043693902,0.8246567032049523,0.4765053580405043,0.88,1,positive,affective
0.7597895039844749,0.7494547512435332,0.41905978419640516,0.1,0,temporal_neg,affective
0.8091944062646793,0.7064272995199989,0.18537573926966078,0.05,0,semantic_neg,affective
0.8202107439721892,0.8021006513666068,0.18145989728416287,0.78,1,positive,affective
0.7483778062051766,0.7800846140328348,0.18110074046594898,0.05,0,temporal_neg,affective
0.8057330502001282,0.8383944149755103,0.17020704922556396,0.1,0,semantic_neg,affective
0.8208619769277288,0.8311561064550619,0.1429804854364357,0.89,1,positive,affective
0.816866919740353,0.7163850495968636,0.14292958592922814,0.08,0,temporal_neg,affective
0.7982146069025475,0.7775065231455471,0.19001725800623867,0.25,0,semantic_neg,affective
0.7981571480743598,0.8828657266348741,0.3247342047137871,0.75,1,positive,affective
0.7358205056357329,0.7350149093839058,0.3208979479538476,0.2,0,temporal_neg,affective
0.7979742668956713,0.7456998667707049,0.19269104588054464,0.4,0,semantic_neg,affective
0.7523918876903823,0.7989029298676188,0.28050889359956055,0.85,1,positive,affective
0.7471856474563036,0.7741578350916458,0.28235809722417665,0.3,0,temporal_neg,affective
0.8249169959399231,0.7431981483335113,0.1725390164004001,0.3,0,semantic_neg,affective
0.8214614227401329,0.8884527586566501,0.21817298312218497,0.9,1,positive,affective
0.7526477398608256,0.8331397405643044,0.21843848450967307,0.3,0,temporal_neg,affective
0.800089534860533,0.780229042132086,0.18145989728416287,0.25,0,semantic_neg,affective
0.7692287449594857,0.7759490577867595,0.18537573926966078,0.95,1,positive,affective
0.717839873177192,0.7413811748981178,0.18524878670073672,0.1,0,temporal_neg,affective
0.8517025904991078,0.796586173481074,0.17020704922556396,0.2,0,semantic_neg,affective
0.8066506223370875,0.8305157712787858,0.14458802547232058,0.95,1,positive,affective
0.735945325104587,0.820806128229242,0.14455987512879626,0.2,0,temporal_neg,affective
0.8051174829779915,0.8826705137433342,0.16618804960370956,0.6,0,semantic_neg,affective
0.8181387547338719,0.8112310554057907,0.2942998296638024,0.8,1,positive,affective
0.8215878049008002,0.7809484538000793,0.29049947309938967,0.2,0,temporal_neg,affective
0.8343911056144898,0.8213732412330329,0.18145989728416287,0.7,0,semantic_neg,affective
0.8202247169118082,0.8147310894482078,0.22553064631951622,0.9,1,positive,affective
0.7489749016432765,0.8340910059483024,0.22392725897047894,0.4,0,temporal_neg,affective
0.876554940035956,0.8112911302269632,0.1725390164004001,0.3,0,semantic_neg,affective
0.7542251961521234,0.7861823406651498,0.1448722468222481,0.95,1,positive,affective
0.7424759613901816,0.8049178015527572,0.1448150034717916,0.1,0,temporal_neg,affective
0.823814492436982,0.8583399107573055,0.19566125609358018,0.2,0,semantic_neg,affective
0.7554934386607406,0.7712407407515129,0.19566125609358018,0.85,1,positive,affective
0.7192974945754956,0.7920211923425389,0.19597685522213423,0.3,0,temporal_neg,affective
0.7961616484289211,0.7882548746913469,0.16618804960370956,0.2,0,semantic_neg,affective
0.7946878766557339,0.8093574776680891,0.11626011214232955,0.9,1,positive,affective
0.7635963620719927,0.8342353529376723,0.11627363012873401,0.4,0,temporal_neg,affective
0.8172472248956105,0.7386572687227178,0.1875914505876009,0.3,0,semantic_neg,affective
0.8151141619869045,0.8397923785496306,0.3247342047137871,0.85,1,positive,affective
0.6936932137930043,0.8296384121575824,0.31846462715504104,0.3,0,temporal_neg,affective
0.7677543616931344,0.8142418838287524,0.18145989728416287,0.4,0,semantic_neg,affective
0.7539910576968494,0.7537081958616348,0.28050889359956055,0.95,1,positive,affective
0.7271715416274273,0.8039248720295742,0.2836293149259645,0.2,0,temporal_neg,affective
0.796846625946861,0.8908845691335388,0.1725390164004001,0.3,0,semantic_neg,affective
0.7912139947516881,0.7753102542837467,0.20709759078963702,0.8,1,positive,affective
0.7293657701827929,0.7886010415279312,0.20663495276062166,0.1,0,temporal_neg,affective
0.8375192690792446,0.8187897861701614,0.19001725800623867,0.2,0,semantic_neg,affective
0.7621600779445831,0.7972969975413124,0.1448722468222481,0.9,1,positive,affective
0.7587438846623875,0.8288046698473834,0.1448150034717916,0.3,0,temporal_neg,affective
0.8229506140372055,0.835220000107277,0.19566125609358018,0.35,0,semantic_neg,affective
0.744806045667842,0.7866021099252694,0.1316757383963854,0.88,1,positive,affective
0.6874524933210793,0.79626229524786,0.1316876029622658,0.6,0,temporal_neg,affective
0.7873910634761588,0.7528388531609004,0.16618804960370956,0.5,0,semantic_neg,affective
0.7764587643303765,0.7742637361870802,0.2942998296638024,0.85,1,positive,affective
0.8134127304094064,0.8264099856272311,0.2958977212652786,0.2,0,temporal_neg,affective
0.7797676132654874,0.7723531917169717,0.1875914505876009,0.5,0,semantic_neg,affective
0.7702347866221478,0.841753626030117,0.19566125609358018,0.9,1,positive,affective
0.7358118005454826,0.7983499378072855,0.19597685522213423,0.3,0,temporal_neg,affective
0.8162298465648488,0.7706317474231392,0.1725390164004001,0.4,0,semantic_neg,affective
0.798999037975732,0.7994004928913153,0.1448722468222481,0.92,1,positive,affective
0.7679224305987917,0.8063137246889509,0.14488371970036976,0.1,0,temporal_neg,affective
0.8047928451290784,0.7928623788555624,0.18145989728416287,0.45,0,semantic_neg,affective
0.7719830100940176,0.8182697680908149,0.26968351175578803,0.88,1,positive,affective
0.7282179056459999,0.754093006126182,0.26872362578779624,0.3,0,temporal_neg,affective
0.8184093675658504,0.7735368684369974,0.16618804960370956,0.25,0,semantic_neg,affective
0.766435019788202,0.8259211893291758,0.11626011214232955,0.95,1,positive,affective
0.7385853919616809,0.7705317357510868,0.11626349007722016,0.4,0,temporal_neg,affective
0.7944590570111265,0.8067586885409738,0.19566125609358018,0.55,0,semantic_neg,affective
0.8274366518799977,0.75769918335701,0.29049947309938967,0.9,1,positive,affective
0.8073335052013879,0.756524326121184,0.2942998296638024,0.3,0,temporal_neg,affective
0.8332041512069295,0.7739374868240503,0.18145989728416287,0.6,0,semantic_neg,affective
0.810437977240194,0.7945354326824267,0.3221510251495891,0.85,1,positive,affective
0.7456160054799863,0.7707392108510371,0.31846462715504104,0.2,0,temporal_neg,affective
0.8270428416952088,0.7804423425155488,0.1725390164004001,0.4,0,semantic_neg,affective
0.7958499321307038,0.777008618190256,0.22553064631951622,0.8,1,positive,affective
0.7327087564105403,0.7344472808419101,0.22636076688702608,0.4,0,temporal_neg,affective
0.8138091439982896,0.8077103531397869,0.1875914505876009,0.5,0,semantic_neg,affective
0.8242096489288953,0.7604570274496676,0.18145989728416287,0.83,1,positive,affective
0.710160672802064,0.8008301235632951,0.18110074046594898,0.3,0,temporal_neg,affective
0.837161504875189,0.7723098237943289,0.19566125609358018,0.5,0,semantic_neg,affective
0.8188170675765858,0.7818678870088444,0.1385692922674096,0.75,1,positive,affective
0.8114925684276617,0.7699903248910307,0.13849283458033276,0.3,0,temporal_neg,affective
0.7956228646134373,0.8231396317550996,0.16618804960370956,0.4,0,semantic_neg,affective
0.890613607913225,0.8391375275407165,0.2942998296638024,0.8,1,positive,affective
0.7640393572483026,0.8192537939432762,0.30279310656411385,0.4,0,temporal_neg,affective
0.7887122672894366,0.7850389419636126,0.18537573926966078,0.3,0,semantic_neg,affective
0.857099878711802,0.876824963854302,0.20709759078963702,0.9,1,positive,affective
0.7348110731758073,0.789361017065399,0.2061792922853361,0.1,0,temporal_neg,affective
0.9026984714899484,0.8808166053735851,0.1780905676023748,0.5,0,semantic_neg,affective
0.8518982599267562,0.8438940016045209,0.19269104588054464,0.85,1,positive,affective
0.7362460108557682,0.8014120543774663,0.19325959728951042,0.2,0,temporal_neg,affective
0.8207809658164698,0.8284224444788099,0.17020704922556396,0.4,0,semantic_neg,affective
0.9073492816367182,0.8482415270366058,0.253521478030654,0.8,1,positive,affective
0.7519255325252958,0.8506438464364567,0.25026701779259936,0.5,0,temporal_neg,affective
0.8565213733049104,0.8148869939768619,0.17971556875850483,0.6,0,semantic_neg,affective
0.8372931925311932,0.8382442206783718,0.14458802547232058,0.9,1,positive,affective
0.7380469537368501,0.8040474154781765,0.14470111790401796,0.3,0,temporal_neg,affective
0.8298611317437588,0.8914735268902916,0.1681022630645173,0.5,0,semantic_neg,affective
0.8018999131020179,0.7851704934777131,0.3247342047137871,0.9,1,positive,affective
0.7485699940838029,0.7639894844960395,0.3274261579408839,0.2,0,temporal_neg,affective
0.8564630753648519,0.8050673912642939,0.17971556875850483,0.4,0,semantic_neg,affective
0.7270841876863954,0.7454004872330633,0.21817298312218497,0.8,1,positive,affective
0.7301521650068246,0.7191004166974241,0.21751839842873807,0.3,0,temporal_neg,affective
0.7098677887262174,0.7227929790278955,0.1725390164004001,0.6,0,semantic_neg,affective
0.7841500689443685,0.8015501401617359,0.18333999389567326,0.9,1,positive,affective
0.7666787064358809,0.8465078107977791,0.18353620160074818,0.4,0,temporal_neg,affective
0.7787335248073288,0.8204948843208335,0.19269104588054464,0.3,0,semantic_neg,affective
0.7973572122184287,0.7144186908595624,0.28050889359956055,0.7,1,positive,affective
0.7941080083219383,0.7401056455870987,0.2836293149259645,0.2,0,temporal_neg,affective
0.767794502417108,0.7442307638711303,0.1780905676023748,0.5,0,semantic_neg,affective
0.7483364678654773,0.7462512066373619,0.1316757383963854,0.98,1,positive,affective
0.7211577094387908,0.7341392785530707,0.13169947779226882,0.3,0,temporal_neg,affective
0.7714031617262233,0.7696471011068501,0.1681022630645173,0.4,0,semantic_neg,affective
0.8599672444840014,0.9256611753507242,0.11770109961932054,0.85,1,positive,affective
0.7256466104590721,0.7710961032095102,0.1176895673376865,0.2,0,temporal_neg,affective
0.769597588327322,0.8287090773346755,0.18145989728416287,0.4,0,semantic_neg,affective
0.8228171256842254,0.7588622308280775,0.19566125609358018,0.75,1,positive,affective
0.7488324062420716,0.8220747134696927,0.19629610596339608,0.1,0,temporal_neg,affective
0.8022554900868584,0.7577236398561462,0.1725390164004001,0.3,0,semantic_neg,affective
0.8875938899072061,0.8870307974860884,0.26968351175578803,0.9,1,positive,affective
0.7775868271206606,0.8161919645794837,0.2650699754534338,0.2,0,temporal_neg,affective
0.8347778328785272,0.8148947293176965,0.1875914505876009,0.5,0,semantic_neg,affective
0.7691679076424922,0.7420138493300249,0.3247342047137871,0.8,1,positive,affective
0.7442456487060869,0.8435262336442511,0.312771272649591,0.15,0,temporal_neg,affective
0.7094954081130845,0.6955589066585732,0.1780905676023748,0.6,0,semantic_neg,affective
0.8661606036110538,0.8821110751082,0.1448722468222481,0.9,1,positive,affective
0.7542712004381076,0.8113925302455474,0.14478645717562103,0.3,0,temporal_neg,affective
0.8042684454097084,0.8095837007729356,0.16618804960370956,0.4,0,semantic_neg,affective
0.8480846018491197,0.8828953185463557,0.26968351175578803,0.95,1,positive,affective
0.7799328418773448,0.7624830302739684,0.2747964402379244,0.3,0,temporal_neg,affective
0.8697584483833143,0.79603148507681,0.1875914505876009,0.4,0,semantic_neg,affective
0.834447057278622,0.8722534626876262,0.19566125609358018,0.85,1,positive,affective
0.7618307628572053,0.736362416539058,0.1969458642201139,0.2,0,temporal_neg,affective
0.831176949155628,0.8436136169355419,0.1725390164004001,0.5,0,semantic_neg,affective
0.872561975108916,0.8088937135472172,0.18145989728416287,0.9,1,positive,affective
0.8469201712322527,0.7691470507155815,0.1807468625259297,0.3,0,temporal_neg,affective
0.8651544651039909,0.8172008826952335,0.16132943114369533,0.4,0,semantic_neg,affective
0.8244559289005586,0.7845737351069182,0.1448722468222481,0.7,1,positive,affective
0.7618703952234316,0.7571641917181604,0.14470111790401796,0.2,0,temporal_neg,affective
0.7740458006738712,0.783927334576825,0.1780905676023748,0.5,0,semantic_neg,affective
0.8235953635275755,0.8031472789140961,0.11626011214232955,0.85,1,positive,affective
0.7424853401093824,0.7193184288801322,0.11627363012873401,0.3,0,temporal_neg,affective
0.798248296648353,0.7892649380926793,0.16618804960370956,0.6,0,semantic_neg,affective
